review_id,review_text,sentiment
2029,"Worst experience, order got cancelled",negative
2030,"Super quick delivery, highly recommended",positive
2031,Customer support was very helpful,positive
2032,Terrible service and rude delivery partner,negative
2033,Not happy with the overall service,negative
2034,Wrong items delivered again,negative
2035,Wrong items delivered again,negative
2036,Not happy with the overall service,negative
2037,Overall experience is normal,neutral
2038,Not happy with the overall service,negative
2039,"Service is average, could be better",neutral
2040,Prices are slightly high but service is okay,neutral
2041,Support team responded late,neutral
2042,Products were fresh and well packed,positive
2043,"Super quick delivery, highly recommended",positive
2044,Very happy with the app and delivery speed,positive
2045,Customer service is very bad,negative
2046,"Amazing experience, will order again",positive
2047,Refund process is too slow,negative
2048,"Service is average, could be better",neutral
2049,"Super quick delivery, highly recommended",positive
2050,Not happy with the overall service,negative
2051,Excellent experience with instant delivery,positive
2052,Customer service is very bad,negative
2053,Very happy with the app and delivery speed,positive
2054,App keeps crashing frequently,negative
2055,Wrong items delivered again,negative
2056,Delivery was very late and disappointing,negative
2057,Wrong items delivered again,negative
2058,Smooth ordering and fast checkout,positive
2059,Prices are slightly high but service is okay,neutral
2060,"Amazing experience, will order again",positive
2061,Product quality is fine,neutral
2062,Wrong items delivered again,negative
2063,Support team responded late,neutral
2064,Smooth ordering and fast checkout,positive
2065,Delivery was super fast and very convenient,positive
2066,App keeps crashing frequently,negative
2067,Excellent experience with instant delivery,positive
2068,Product quality is fine,neutral
2069,Products were fresh and well packed,positive
2070,Product quality is fine,neutral
2071,Products were damaged and poorly packed,negative
2072,Support team responded late,neutral
2073,Refund process is too slow,negative
2074,Experience was neither good nor bad,neutral
2075,Great service and friendly delivery partner,positive
2076,"Super quick delivery, highly recommended",positive
2077,"Amazing experience, will order again",positive
2078,Product quality is fine,neutral
2079,Excellent experience with instant delivery,positive
2080,Overall experience is normal,neutral
2081,Product quality is fine,neutral
2082,App works fine most of the time,neutral
2083,Delivery was very late and disappointing,negative
2084,"Amazing experience, will order again",positive
2085,Product quality is fine,neutral
2086,Very happy with the app and delivery speed,positive
2087,Delivery time was acceptable,neutral
2088,Product quality is fine,neutral
2089,Overall experience is normal,neutral
2090,Great service and friendly delivery partner,positive
2091,Overall experience is normal,neutral
2092,Product quality is fine,neutral
2093,"Super quick delivery, highly recommended",positive
2094,Products were fresh and well packed,positive
2095,"Service is average, could be better",neutral
2096,"Super quick delivery, highly recommended",positive
2097,Wrong items delivered again,negative
2098,Customer service is very bad,negative
2099,Products were fresh and well packed,positive
2100,Support team responded late,neutral
2101,Delivery time was acceptable,neutral
2102,"Very slow delivery, not satisfied",negative
2103,"Very slow delivery, not satisfied",negative
2104,"Worst experience, order got cancelled",negative
2105,App keeps crashing frequently,negative
2106,"Worst experience, order got cancelled",negative
2107,Very happy with the app and delivery speed,positive
2108,Products were damaged and poorly packed,negative
2109,Refund process is too slow,negative
2110,"Delivery was okay, nothing special",neutral
2111,Not happy with the overall service,negative
2112,Order arrived as expected,neutral
2113,Customer service is very bad,negative
2114,"Worst experience, order got cancelled",negative
2115,Excellent experience with instant delivery,positive
2116,Delivery time was acceptable,neutral
2117,Smooth ordering and fast checkout,positive
2118,Product quality is fine,neutral
2119,Delivery was very late and disappointing,negative
2120,Products were fresh and well packed,positive
2121,Experience was neither good nor bad,neutral
2122,Terrible service and rude delivery partner,negative
2123,Wrong items delivered again,negative
2124,Not happy with the overall service,negative
2125,Loved the quick service and fresh products,positive
2126,Customer support was very helpful,positive
2127,Products were fresh and well packed,positive
2128,Order arrived as expected,neutral
2129,Smooth ordering and fast checkout,positive
2130,Customer support was very helpful,positive
2131,Very happy with the app and delivery speed,positive
2132,Very happy with the app and delivery speed,positive
2133,Products were fresh and well packed,positive
2134,Great service and friendly delivery partner,positive
2135,"Worst experience, order got cancelled",negative
2136,Delivery was super fast and very convenient,positive
2137,Product quality is fine,neutral
2138,"Delivery was okay, nothing special",neutral
2139,Great service and friendly delivery partner,positive
2140,Very happy with the app and delivery speed,positive
2141,Refund process is too slow,negative
2142,Loved the quick service and fresh products,positive
2143,Products were damaged and poorly packed,negative
2144,Prices are slightly high but service is okay,neutral
2145,"Delivery was okay, nothing special",neutral
2146,Products were fresh and well packed,positive
2147,Smooth ordering and fast checkout,positive
2148,Refund process is too slow,negative
2149,"Amazing experience, will order again",positive
2150,Product quality is fine,neutral
2151,App keeps crashing frequently,negative
2152,"Worst experience, order got cancelled",negative
2153,Refund process is too slow,negative
2154,Very happy with the app and delivery speed,positive
2155,Product quality is fine,neutral
2156,Customer service is very bad,negative
2157,"Worst experience, order got cancelled",negative
2158,"Delivery was okay, nothing special",neutral
2159,Customer support was very helpful,positive
2160,Products were fresh and well packed,positive
2161,Product quality is fine,neutral
2162,Great service and friendly delivery partner,positive
2163,Smooth ordering and fast checkout,positive
2164,"Super quick delivery, highly recommended",positive
